,id,name,nationality,city,mobile_number,alternate_mobile_number,primary_email_id,alternate_email_id,birthday,tagline,hastags,about,gpa,company name,industry,locality,country,language,industry_knowledge,tools_and_technologies
140,140,Faviola Soto,Mexico,Cortazar,8118794580,8200602350,l81ue9nv8o@gmail.com,7efzgc1af5@outlook.com,26-08-1989,NPdITDBDKernzeJWoBCvXBOwN,#PfpDasU,TPGdWAIlOKnuXdjaBtGkTykXZFcHAxZzUrCbGhtYaxDNLDxVMHSTUevYakZWDlRXIAuBOqeYhLNQWeIaxPdUIjpcusGzqKtmnOhodMhNWVWGYNxbnXkTbtYXuZYaobATUpSZJntqiLBcRRkfKwWvnXpuLklPVlCEjzTEtUrAcrpAcIfeinbyMlqnyDjJcVpRVHPCkoNhydzAHzzxdSvxKAJjeXJdnsKLuxWdjWrYdDExdPWDVptwxoCLWn,3.57,exxonmobil,oil & energy,"irving, texas, united states",united states,Korean,Oracle Eloqua,Customer relationship management CRM software
141,141,Stephen Wharton,Mexico,Tuxtla Gutiérrez,7729323502,6899486800,dkjkxuumfj@gmail.com,u1ivrrk4gc@outlook.com,15-07-2001,kESLOVURLkorOpjynoWrBxXoP,#rvGuvzG,uUcdXmhTtgOuKgMsmEeIyVgIfXcxwYxqgXMulKWYOWUmLQSysgYcflxLyCIRmKOfqeeWSXGfDHQREoApMSZybaHlObXmPedMnsHnQuJAgqXWUNLxCghgGofKRmsJUUcbTfYySnixQbDOellQmRrDInWpHzgfOdAmXYZYhaOkdPgAqaTpmiCEezbUfSMlOnhqrkNZkjSFfCmSVKXtrDdpiInQzvPusHnqtxfvYfjXTpDtgVbmwhfUHYWnZH,2.03,t-mobile,telecommunications,"bellevue, washington, united states",united states,Tamil,Oracle Fusion Applications,Enterprise resource planning ERP software
142,142,Alexandria Fortner,United States of America,Phoenix,9263451980,8725603588,ont4nebhxl@gmail.com,zio765egb2@outlook.com,08-03-1988,lJAxZfFkzGxzpkBQSiuyjZWZd,#HHKlZWf,pyYkOzcMPwMCplAqvuzbGGPUwmaeGnVoVdfVlUFdcJyrvSczZMtEYCPasGReGuuVIiooRhVyISXIXZTOXDwUQJABHRlOvRpIbKlsWfXOtotpTDtvfalEXHElLJloXoDHUaQlliZtwRAyFJscFIKOxCMHAuteHqKScRcTKKwoRfzQmkbBTHNyrfIQrOGEgfXnMcvAULMmycxDhnJgIshSPjkycuMuzqvaLKcgOBydytJMAXjvVwkdYAEkbI,2.97,aon,financial services,"london, greater london, united kingdom",united kingdom,Turkish,Oracle Hyperion,Enterprise resource planning ERP software
143,143,Savannah Kivett,United States of America,Colorado Springs,7602436419,9173946426,igm1hwvj1j@gmail.com,q5d6yz0zff@outlook.com,06-08-2005,EdkDQTdJBzRvvCGeOxjyUuhgG,#IuvWAWQ,xXgZcbPlktvULpBvWRpPNdASuGmplplNpgDSQLUEUGNApUlnrACHUajrHNgwbpuwUSAjxRKHFoXtPzAMswbLOGhrpKlDWmKRXAOzBImYmtHKCSdLBmuMgsglaaNZpZCkwtMfjKkzaCETVKzBNOBSDvwPTljhHXLNlwiyBHuQWjlHWfdBxpUuSHTwDwWOYTvyfvuYplLejtKIvSuwwWUibHeUaNemkAJYtOjYYUbvrQTXKRRXYcNZDWgAgv,2.9,royal bank of scotland,banking,"edinburgh, edinburgh, united kingdom",united kingdom,Swedish,Oracle JD Edwards EnterpriseOne,Enterprise resource planning ERP software
144,144,Tanner Jones,United States of America,Stockton,9380164700,9056157943,favvy18nvx@gmail.com,2ii12c56ec@outlook.com,19-07-1981,IZpfeTBVWwSbnsKZTTsFMVEDM,#rIfZpzA,cZEkCarQTfECxmWFeDCnomwRmVtlTkQPItTHAHryxirZrmXgPHcuDJvZcuuQqQUpaNoNwFQyNAIXfKUvLHgXDYfiDHLfWLZktSbSsfJJjEqqTrcCEToGgstgInwAsgqsCVaqgsmQmmIzqLITEEfgXWAALDSGhiQdpXDtMBfHLKNrgZKmdkgdRVERRFqMhRUoIJcgpYkYXiiKHHhhyuGHJKYAxyNZAAENaqJdJScRIpeqrgSVlnUqXrYgkw,2.42,astrazeneca,pharmaceuticals,"london, greater london, united kingdom",united kingdom,Hindi,Oracle PeopleSoft,Enterprise resource planning ERP software
145,145,Luisa Bautista,Mexico,Mexico,7175818815,8466425499,3l26ajmu4p@gmail.com,xlsycfjbf3@outlook.com,19-08-1982,FugIZllAGxNsCFZJILxabzapC,#tCZiLQL,NSrXBIFJvTNzZfbBqNdKeQyZEvIzVICtdgIGBQjZtkITqRugqCyyjvQWnJSjPuoLrmFBXySYZnfkbgpscPwFymACFYkxwjSqsTgpcyfqxHULLMOITkyaTGLIFEFishmAvjZWmkLNXeBlNyavKYCKukNkPuYbztScLVLmmFprCnfTkPZAMRDgQhMVrEqtpTcPwKcRIXvxbHFtzyfkltfKCRodekJfkuWkObrxnZNjYlDIFRPBJjAhXcobsa,3.33,nike,sporting goods,"beaverton, oregon, united states",united states,Hindi,Oracle PeopleSoft Financials,Enterprise resource planning ERP software
146,146,Juhaina al-Bilal,Bangladesh,Dhaka,9985508254,9900515468,44oar1o3bm@gmail.com,p9qrm3gyle@outlook.com,19-10-1983,FVtYTJBLGewBqANBdeKIBXlMI,#IZEIIvI,AmbgOZWXuzFvcQgcqAHeGiQpVsGLcDBrAeMcwFRKxKlRRGildmsPeiLcHuHPLyUDwjEuVhyxQRkOqAvoGnDSmrnAGdltSXhxNwxPTTSsyHuowfDPGhmEvxEHnRjpnHDOWCHpOZuOvKWfoHJtYvyUGEscNjzocTcUatOGmKTtmmiYklYuQXxbptivznqOxjkoXdTUzbucsLHFzHfDptCLqNyozPnAFjHLEgXHBlhuuPnPGDIjkvSgXFYkdz,3.77,basf,chemicals,"ludwigshafen, rheinland-pfalz, germany",germany,Turkish,Oracle Primavera Enterprise Project Portfolio Management,Project management software
147,147,Siena Ingram,United States of America,Henderson,8987304780,8415161136,tllowta224@gmail.com,gcrgn1izt8@outlook.com,16-01-2000,SIdPnDchXCeROfiOFzaGOmvQJ,#WJOTHjo,ETDFyBkFnrxwrKtjclMOrhVZixngpiSqtnVrYJvtzeNNtVgJDxtSUUZmZuLMosFjWZBRuJkGhNmQJKXJjkxQGjHVsWzybdwtpRsdEOEhqLRuKhKKKEjnxOsGCmcmBkzvNFkoUhVdvoTBUKLchhkCxIyZnqAjQaSYLLJsWmUUDsyMJqYAxoQesrRCOQQLlsodArNgGprpCipvECekEeKCvldiIbZhOkAEqNsiPZTlDvaQCIJZRmaTVcYoec,3.33,hdfc bank,banking,,,Hindi,Oracle Solaris,Operating system software
148,148,Alondra Gardea Corral,Mexico,Ensenada,8393759581,8992460431,ajvc6xqu0d@gmail.com,4pajukjea8@outlook.com,20-06-2015,fPqYwdQKtHwJfGlwQiLeNBhhX,#HTZzxgs,GCSCJXqqiesLFRnMGJisgUJFitHIEZVnoLcOJvYtbRaTdqIwULhJGwjxZakzbUFWvVncCKHQmOgdldquYNfqMQocfExddUDjhLOjzNQrascJosySphLUGoPbKSziqRlSMvyMDxTbMarMsrBvSBSictzJgXmHgFlsbvpXtcHrakeWZdqyKbeJdOZrYeoXNSdUksOuyaomtDBkVQySopWVYbViEExyiSpAicOFyrxqacZYIouPTDQPEttdDB,3.37,best buy,retail,"richfield, minnesota, united states",united states,Thai,Oracle Taleo,Human resources software
149,149,Vincent Webster,United States of America,New York,7035334876,7462106421,p5kvtnu2oe@gmail.com,ok8adjom26@outlook.com,09-07-1969,gqZTlOFEWYAEGFQnlwzkCMOpj,#LTuYnPE,SSDbpEpDqfospvpCPRpRRALejjtLXsPtTljyWFzIcxchZXaWIvEfahyCOXaGstzKNlgRxKtmsfqtaBuHnYJXZVsFDOnoThsyKRRHNHSYNftpArqPwZpvOTHcZJKDJBGjmYfnvANfiSlDyJFYwqiYpVtgLzwxiqYwMmecastHIFuIpmPEEffsMRSxwpmSnkFvpdFzgAuUxQPNqLjHNeSKIirbUUyPLESdgDhRSyUUprUJtmlENEKPIueJEV,2.68,american airlines,airlines/aviation,"fort worth, texas, united states",united states,Hindi,Payroll software,Time accounting software
150,150,Abdul Jabbaar el-Abdul,Egypt,Cairo,7591846771,9791676576,g6oagjcua7@gmail.com,i0osgrkcer@outlook.com,15-08-2012,eRzfjZVGGaqvKkXWjoFcsCcrZ,#sHlVNuI,jXKKaXHVNJOSfkrBeWGmYPKlUJppVgnxFeMnaYHJeLWmQHWdkJpUhSEbYJWsFqLfMAlIrggcEagnQVTURUQdmntUBErTOQVRMydNoZWAuGJiLJJkzRZrriNiMbYYPbEiSsLwJrxvQntGVTjiSwasGjoKragyeoWYQnWuCeeKLZdEzUtgvzbXGSsCOvdwlDFebRHjVmeJoPZniIyJbXtgOulEJKoAbFVAmDMXStWDIEwWnCTgUQZzvzSsga,3.33,baker hughes,oil & energy,"houston, texas, united states",united states,Turkish,Personnel scheduling software,Human resources software
151,151,Patrick Carnes,United States of America,Mesa,6830250974,7151046172,7hd3wq8ho1@gmail.com,fj74fy1xfa@outlook.com,23-04-2007,UWmxXNJORhNwQRlUdlHvaojif,#nGBpRHm,khEYTOqXucotFgpbPVaKIMGJJRpsISakgsXTAklxQYkwrqGekaoLALZbgMSwSROByCDZkJYKgzFKVbcPAjlCFtuPLteqsaPEcpYekVYAUHiCeuCgNpPyaUCfdFsOnVsYsFxFSVTipeGEgtDZBWGVDRoFBupnwiQSukgtZQkQPgkNnLMZOgjUdnndTkHvqyMbAzSGWNNwtgjNdCIKAeJfPEiPXhhKrgAyyLASfsBDuXoFsOphIaiCrETbzy,3.75,the coca-cola company,food & beverages,"atlanta, georgia, united states",united states,Chinese,Point of sale POS software,Point of sale POS software
152,152,Shawn O Bryan,United States of America,Fairfield,7026504176,6758491825,a5wx32nyca@gmail.com,htafulwfeo@outlook.com,15-02-2008,DvkKlcmeOKTZYuVwoqPzaaKJu,#ueZcxdY,fBKjfeoYvilKekRKBkOxMsbgREfoprkvnFiRGTFMEqRNSSCdlcQhMBzCLJJzglikwIvFJPegOJkCkAVCcOPhaumslMpjGJnInnsxFRSYhicxzHGGFxDmCOKwLTLffLYbeGsrgFuNFhiktrCvUmybUZsaxWTXTwfgoXcjPZoQLbdLYHLCPsCpvksuZHnKGRlDzuXUVWGLogBVglkqKCyrUAGiogcbXVuqxxhsMiVnQkIlgCBDNKiIORDBbw,3.68,genpact,information technology and services,"new york, new york, united states",united states,Portugese,PostgreSQL,Object oriented data base management software
153,153,Jenna Whitney,United States of America,San Diego,9832906544,9190206814,cd1z1o3pyo@gmail.com,aznkzfzm6a@outlook.com,07-07-1990,ekUxdeOZIiJoxalNZCbmbeYmP,#wlkGbGo,kOYcoRZXjbTBMyQiPJEVhEWfRJzhytWGwDGQUxyKvrHONQsQFpcIDPgRbeQTPpMvxsBAXYvJwVmsEurcjgOfmBZLXEnmNqlpChuLrXraHUSnTYOgIxnyFPITDntTgwdZgSxOwSmzvJAbMidvTiTlyBvfhsTFhDNPcMqcooyeUvUZXqkHcbyjglCUTqVXwwGNJDptDSOChlnIGqoeNuDJjIrAPoLqMISUQsVucrGMyGOuHRmtiTQrbUKDTT,2.16,jll,commercial real estate,"chicago, illinois, united states",united states,Turkish,Puppet,Configuration management software
154,154,Kaitlin Krueger,United States of America,Los Angeles,7684192362,9438923291,61a7oks3hg@gmail.com,ocqlo6r6n9@outlook.com,01-09-1999,JmxTpQwJwXVmrOoMlkjdXyszW,#tVLifnE,DIdcyptYZmhpBuVJeqRHFUdzeRxiForzQTUVqVuqysugzKkBhmwvSwWFdivMndpUVsDUVARZVpOUPKgaYBEdkqRXVqRxPazfeLTrmTdtoTAdeFkCBHavMXcOteKdxVpQiPlGHoMdjmlHTshzaguBJolIsiZABowJOeboSKTNeGYjCfeCOMmEMTarVBuXyFfrSWBKOyTlLruMsBPlQPyHxEuMFwgGcdHFuqqeNArVQJAPrLNvCiyZtDnWTL,2.53,rbc,banking,"toronto, ontario, canada",canada,Urdu,Qlik Tech QlikView,Business intelligence and data analysis software
155,155,Jaime Mikesell,United States of America,Los Angeles,7829035347,9346335493,xg5idspexk@gmail.com,ix2dorxig9@outlook.com,02-02-1965,oucipAaZZIJsXHxmQXEtCTRkV,#qLfpJHF,lHFUFuTlnThbqoOlUeajdtucAhROGahbdegCvgNRYFSZWzhLpkYtryCHpLVfoKeqBeEfEuVVHmyHbnBDrJdbHDfgncZrlioQuDaEyhlgySmpylxJGOyeegORJqRLEKpKVcTYSjtXOHZkhANwGbYZubdZCpVFMJjFhkTGbuOCwcjvcnrfxkqrFOjYkcADJprBCXyvhKjDXcIjsefqBchTGNtCdYikGwjwuHlawETJVtHzrgSGGsdRqvhnId,3.23,u.s. bank,banking,"minneapolis, minnesota, united states",united states,English,R,Object or component oriented development software
156,156,Katelynn Andrie,United States of America,Kansas City,7594265010,7024061159,5ip3o3ejtj@gmail.com,0m0xs6m4e3@outlook.com,07-08-1969,PZAlVjiRgHmLqvzSLPnQjaOCn,#izakbBE,iBYdizYzQRptQKWhrRgBjMGACisJjupekiPibvSdqYaAsxVnFiERcQJOTHISvWzdBfqphRCTOrwRWcPabFnLuDCSMVKMUXRjZZZGLdnDJybNzfJfCjmmbDACaFHpVxMIUqxQLIZHgWGPmlyVAnoKNFJzdswhtRYIQuFWWkmWOoznCFbWYLgbMOcrUBdnfzlNIePjVKvwWLJdAYSCOXamcgjcunFfQXiocHCVVprVPhuUuTkfuncrmFjMaJ,3.4,larsen & toubro,construction,"bombay, maharashtra, india",india,English,Realization Streamliner,Project management software
157,157,Maryn Manzanares,United States of America,Laguna Hills,7188110841,9174214344,xwl9kt7qv4@gmail.com,smaqe4drgn@outlook.com,24-10-2021,RwKgmqbRkWSPEvPvXcTHoHYki,#RupXivs,gPsWFfNZXXAOIRAZywNWNxYeGDoTVimPofXXknRpcinpoXqGyfEsgxkNHXKpEYEeDGWoGnXremZCLJSholMSBiytCXkOFxhqaQpouzgYHihdTilWEFpKIYaWotouWFGvOWapqyLXjAttejDWDOnLFsVDqellXazPDUdrnEmehwvQLgxxGKlbFhGnvCjcdbMuFiRzOuKuELWmunvDUExlBpRWrOjMzqnwzAOBTODsuRZRjkPLWPEeNxIbqI,2.59,continental,automotive,"od, bayern, germany",germany,French,Sage 50 Accounting,Accounting software
158,158,Colleen Kohout,United States of America,Philadelphia,9546884959,9680892574,m5gqw2i7uy@gmail.com,u33zfm9aog@outlook.com,25-01-1988,zmnseUIzLBUKSzVrcxNkFPGSC,#AivOvGv,NmkTwIdCXnkWhbFdeDxknjrHHBhLpPKpHQNvMRdIXONyAZIqrpvVFzDrfDWCWfIWvTDPrDqDFlaErGnutUzhZXaswCtwIsiXXxCCWCrVqzWOOmzTYTXOvJCrxbFjpslGKRYcPKDupZADLooAHiaeiSQoCZzBNVOqfJQbmugLmyMaVIjOsMCOkkwhIXojwknmpwIuuerXDpumEQvqLvOZoNHADGARjKcOkmglRkYQwiNabAvyiKZctdVkUp,3.79,pnc,financial services,"pittsburgh, pennsylvania, united states",united states,English,Sage ACT!,Customer relationship management CRM software
159,159,Daniel Spurlin,United States of America,San Jose,7536606761,9862429488,8e39w5sr41@gmail.com,cqh38d14as@outlook.com,22-07-1996,NBfUCBXpWZmlUiyyGSaDtRtpn,#kFVwfBh,tfcsemNPhrhjqQyBLNLfaOZhceMBfpoYpDUiJEBIwZYIKpSOrQnXpdIvrkAUeyqWHUtpXDZhZFwuACoNLKwPGmkcDKREcHoFCsIMzzZdAOGLrcuElLrDFZFrLchQlnGcvdpanGpfCkQOGcAzURjIelPOJchVyEjYOduotUnNbgPeoOFHXCFKqmxzbKMySZMFXTtIpJyVGgWXcrJuKDjxaNFbiwqPtgsGsLimUPOYMnewZScipYGTVKKndo,3.52,sprint,telecommunications,"overland park, kansas, united states",united states,Thai,Sage MAS 500,Financial analysis software
160,160,Trevor Bulba,United States of America,Chicago,8631884673,7834609938,049ppix0so@gmail.com,6d40t4ykpb@outlook.com,11-11-1981,sdUdKNeoQPiEOGbXorRxSKOsE,#eISEQxG,PuJJYsFjwWSioNBLOlzzRVySGXcedmcKAZkUmovsrbHGVbLpcAzntrAXvMcMbUqhNbrXeBjNnhVOtrYMHVJpsGoSZIEBrREGHEgTMhUqEbWxRwvdHBYEHUaVSuFZHvYkgVUXJSbzlrTUBzpmAKTpqwFmYJWWznstbPxFsOfmEsWZylXWVtvNbIQCUiOggWvNIwAqcqYpdGJQbEwMwLzOPSCKXPuDfSTAYXuojPjDIckPdrDEIQFywXPdAC,3.1,saudi aramco,oil & energy,"dhahran, eastern province, saudi arabia",saudi arabia,Korean,Salesforce software,Customer relationship management CRM software
161,161,Jordan Burkhamer,United States of America,San Jose,8276549531,6968422245,p8be99f7ji@gmail.com,1fkps8bf03@outlook.com,23-12-1980,qQuOuJqjrBGkJHqnWqQvjzupL,#yrXaBFv,ZTZiiwCuvKZqWJMAJcZgavUmmkqgavlGpfuBKbcinrhnlBGwPDouDULDTfmSKxkUHIJMmdkXRioHyAFHNqVyvloLMLsDVYUeGpUaNjmJcLxsqiSFOOmyeEsxqkshcnPjApwkWgKbxztiENuQVlAQWBFwOdFCPFOYnnzOpNezoxraOdUZczJvHzwbltMUTraFcSBipsLoiEgHQPdbqAUWASARqVCVuuujPfrjZfMIZvyfbnFnzEKoLPPPjF,3.34,g4s,security and investigations,"crawley, west sussex, united kingdom",united kingdom,Japanese,Salesforce.com Salesforce CRM,Customer relationship management CRM software
162,162,Rebecca Ah Fat,China,Tangshan,8162650271,8199398725,tmdilece8r@gmail.com,bqp5uo4gxc@outlook.com,06-12-1962,YXJUNuHnrBTHAqsXosCyImNDM,#RlpMugK,IShwQdiIogPSZqfpTldVkydnFSwnOckAPoHCKcpxtCKUkiiYNWSlOFumtpBXMiJhamolHtJfTsadIqZtTinBGPkLQAnqLbvdzZcPWqFIIgkYSEokCuKxHDFgJQjbBZIucppvfwNmLdoqOTgCTRluwbeAbZpjvVDDtrKdSuWBLCxHBCZZzTrINCKlDvHbuhltQIhuKZLxmXmrkwkLPEYShYWATDKqhOQEROcGEmBYcMqLtuOEiNKIWZwhdU,2.74,airbus,aviation & aerospace,"arlington, virginia, united states",united states,Spanish,SAP,Enterprise resource planning ERP software
163,163,Christopher Jacobo,United States of America,Los Angeles,9383251078,7160493568,silwudjr0i@gmail.com,7tvkqaox6z@outlook.com,21-04-2020,jWjEiaTUrjJkBtDlTkPkBChiK,#qwxYhWz,agSZYmOFhbkeMVZqEERjONwfluvGiexUZDVPoMPJPePTfSvQgMKWqNQFqcbCECeLyzpUGuOgyVLxIXaEdenDoefFajodwPhrJCJimsEDMxFQlqPRCGKLnrjeVHUVeyEZGdElGKZgSEqVxiXtqILpfJtkyulNLiKLpFdvoDUGvIdfKJvZcyQTNPmvMxrTizjpSyvjjBYDIsKOAwFjeDjGbTZJnKrLvVqIkVOaXcMpYWkgZjkaZwLFSidULe,3.14,capital one,financial services,"mclean, virginia, united states",united states,English,SAP Business Objects,Enterprise resource planning ERP software
164,164,Min Singal,Japan,Tokyo,7382270384,8897255021,c26dmtnyu5@gmail.com,5v1i5zql9q@outlook.com,20-01-2017,uBGlVUFveuaDLNRJjGdxjrJwB,#qVDdzZV,KodphVHoaectgekMeGjUYACWOAUCXsMhxmyjZgZRtemZJmBERWXAhVeBDGfZhlvEoaMOYXJcqWwBQfyjDULFmHfMXTivNThuqzODzyrcJyJpTLuJoBFDGYfDRukiAircKbkAWbCmxdgOXSxXsqQlrsfmTTIfSGtbUWujcgDeelHaGOJMbErSlGQYWrTOaOdBnvQYUPuaueNugkdnEvcDrJIvrVvRLgLbjvQXBpIsXaUXbSRAuPIvxKmKhE,2.29,delta air lines,airlines/aviation,"atlanta, georgia, united states",united states,Turkish,SAP Crystal Reports,Data base reporting software
165,165,Corey Rademacher,Ukraine,Chernihiv,7821463476,7103971679,r68d38uaoh@gmail.com,9catsxxyjg@outlook.com,17-07-2001,aAMjiBkJDZPbIgNKiozYWndsF,#atHczIT,FBlRykmJDludqBbdQepQDdnKkTHpDBptwVbnxBuoYxAjqwkdFrGofIdZGPOyHhnANtJqlsfFXXPxZOcbuUorqlDwtciTKNGACgUBcYjfZrDwIpZywcriWLeFyPAlzvzSMWtuhswzOyZynTdUbpXmTDEvHQDfBidHCcqPqTYWfNXxIrNPLRDrtPmyRDgmEkdtEsABvoDFQJKZetOMFFpcdmtTKmdaEKwodYIMXevqinJxhjSwxcsUxleEIQ,3.16,carrefour,supermarkets,"boulogne-billancourt, ile-de-france, france",france,Portugese,SAS,Analytical or scientific software
166,166,Alexander Reed,United States of America,Los Angeles,7123346734,7600212013,bhj3z1fab9@gmail.com,kak8djgbt0@outlook.com,20-04-2020,kJLvzOAnyFRddXMYNwfqYtulK,#UDpvUNQ,kOzEhpehNBASZrSokpssoPShKorBJkEpatOxhUQIuTBUuaVwGphSMHOaYEBfXLjUxRKUHnWtwPngPyjJPaXwFKzxWmMgDrTLihPYaXABuDYLmNttmbFpVsgmAUoomwyHTymwdPBTTOjZMyqdwStNUEGnRleVKOdLtGNrqDgUvfazJLSQNAcCyDzPwFUyrzKaDyMhhqcfmMsvVWplbnxuHCRIcyuxhYZHpHTMCVjBpBIRtiPLwesHCHjgNI,3.06,ninguna,"health, wellness and fitness",,,Indonesian,Savant MobileRanger,Data base user interface and query software
167,167,Dalen Whiting,United States of America,Carrollton,8318495071,8761666972,yqru8y0lgf@gmail.com,7qmy86bxdw@outlook.com,26-04-1972,urUQoJirNOmnyBXGmrmDqxxnk,#gXGLXGP,ehpulvUTVRnawanRNohrNcsYFjuTYxUGPLoJSeeDmTXOPgNHVdVTCfSiTpwnVMdjFOPvvlUPlSpjIuXaewnJuRzCRJtBgrjTVWvvZFxeRuAegwJOnBmacQUEAlbDTfZzJWnrkZHiNVrmExRECLbAFAYioCVhYyvIhnNCnVclkoNzfHyfMTqbbpALOYatEhZBxVoLkALTqKmvBQLcwOgXvsEbfxPIOknSQXvCDuitVQrjyuEgYbxDGHHJDn,2.74,merrill lynch,financial services,"new york, new york, united states",united states,English,SeaMonkey,Internet browser software
168,168,Chelsea Persky,United States of America,San Bernardino,8912927534,8548911478,or2yae7phh@gmail.com,jxcq53gf3m@outlook.com,03-10-2009,GadZMUHjRsPtzcMfddUWJnGhp,#nLjTDtk,VAYxEuvGsRBEDjSMvdRrTfymralVYIavGsWKZVRlySjntEQecTgFXzvoteAgYFsLwgkPYkjnECXXKDVMowbuQBARosnftfzLfMbRjzTBWShtkfYSBYlHUfTsqIxXhNVMbuxtUEVztBRidrvxUITdWjWxnaQbLOPzIPjldZQhJVpGlVdHKylMZlLaOyovQCPcHbTSndkdBhMPdaIIDGCshrZBTxViHxTRSssUsZRtLXZWPqNBwJBsNDXqst,2.63,mondelēz international,food production,"deerfield, illinois, united states",united states,French,Shell script,Operating system software
169,169,Karla Taylor,Mexico,Mexico,8839752446,7887896751,v4yqwrt3th@gmail.com,evohhmireb@outlook.com,21-05-1997,UGfbhUSjNGzufLLNiFYCFquPW,#mHyOPvS,eYKXXoImEhJRfZnNuTNLScNKBrRoTVqaxZOkNrHGINpAAMZNvAqUCzodZLiMMRUwSVwXbJGkVcRsKcRlnAORLIrSfOGWUFCZrFhdgXZUOspnpfqnZwfGKysFSqsFebRHzDqVCIrLwWoSacfAufKoleLCDuAtKOmflYtebILFhiClkrzmxkEfCXaMLJsOaFCZKqjaoCEeubHZxexIzXPCuZoWUTAeqmUblTkcmUETGIPBJfSqjXcvwvmPsa,3.06,bt,telecommunications,"london, greater london, united kingdom",united kingdom,Thai,Siemens NX for Manufacturing,Computer aided manufacturing CAM software
170,170,Kaden Yates,United States of America,Salinas,8853924755,8008047022,lur927y5oa@gmail.com,r1iefibk5m@outlook.com,13-04-2004,lSvEFiNNuTNpJzrEaoXXGlFgT,#bDatUkA,UNcVSPCNgDKMIoYExZgDPqbfvztoKsaDNqfBkKyFuCQBUUpeRWERECxhKIzQUCcZCOSNXqMpnacfwDYFzaaesqHjpbgubyzXbkItnwXuoYKpkJSvGxeKVVDfodvNZtOEzJnWuRQXRcRkNaxLfwkdWHvkeoMVcQCjWSDuJTGowgqGxLpLqMmZIUQBsgOwOFRqaOTiBjARGYjJlkGTtdpEfGYnOegBYMZkkPMqbsLQizohOmBdCPXSNzYqus,3.97,h&m,retail,"stockholm, stockholms lan, sweden",sweden,Japanese,Software on Sailboats Desktop Sales Manager,Customer relationship management CRM software
171,171,Maimoona el-Soliman,Turkey,Ankara,9370274449,8053519818,k4zvd2y9t3@gmail.com,06t4pxdny7@outlook.com,26-08-2001,VoYpVbPhoupzJxSixQfllRFbB,#eteZIEt,qZYLWfXEtkoVJQiSySlKgVCFZXmDdZxsTVOVJDKxtWAilpzfiPfUVrnINpaYVttCFQRKFFufFHaVHgVNjPTDfmuQGbWXIJUSgUayNnSQCeCkUKzoxhicUoloSYyvPfmBoGnkFZutBYSHjObVOtXdRLQsniHZkWRrzWdvFUaBuFrwozYikZAheSArLsBoUCjPgvzyEjelZYRxjSObSonyBJNrAlJNuNqPqBwAbBIzVHPkawENPuCAdCsmNh,2.68,anz,banking,"melbourne, victoria, australia",australia,Tamil,Splunk Enterprise,Enterprise system management software
172,172,Aaqil el-Hashemi,India,Bangalore,7832586202,9248192130,gmcabjjh0w@gmail.com,efw1mnp28b@outlook.com,10-01-1964,hZzAEXITsEaevHUWKeezuLomD,#HmzjZdk,xHahsFsmcrOFlAMlqcukNKmKTcssHMIQapQcxRtQScvyUSCFqlUlBOkKDdanvWhPaCDmMXeLjRiwnVzrXaptTAqGWkanigsMlkaefRDCFVHdaOeQczPZqNntKtnvpLxcPQbqoDjtGHASumWsPsFejTaAJBVvNqViPKHNuunUJYTxjEksflUKIUFbxHWUWFbMvoubrHxNSxuNaiQFWgQewEATMlvPmeyxFnZZvjhUqfoouqWjsjeGywYxQp,3.58,farmers insurance,insurance,"los angeles, california, united states",united states,Korean,StataCorp Stata,Analytical or scientific software
173,173,Sean Bruso,United Kingdom,London,6825072330,9095184998,m283g4zuuy@gmail.com,e27ao5ntpy@outlook.com,15-01-2005,QyxtVsvymlFIbcRKlSVFJokDR,#bvOgfyH,vZUnkOGUaExIAcUeMUJFZmbctTyNdxKiKkafapddiaZUTNSkFakSayEzwpkzlMhadHNguzMcrYdctQiKpemoxfCkjHekvGZdcxgzDFfGaYIUoUfqAgiqEcseyBfJTVzkukXPNsaoAbSpScoeRWutsJMWlIuVxqfUpxhRpIatbpRAgVYyEhGzVLrlnrHFBUdoCbVChjtQMwOtMntvreRXoiFYdrPgZznggZJiEEyVNWKSJsTWClFuTuHkEi,3.56,aecom,civil engineering,"los angeles, california, united states",united states,Dutch,Structured query language SQL,Data base user interface and query software
174,174,Andrew Bishop,United States of America,Los Angeles,7893336238,8080877398,v7q6jxl2mi@gmail.com,563yntkdxb@outlook.com,21-09-1974,wYKFImmOGndoWmqtnXLfQInyN,#MwCaBvH,nDpiZrNXWvNSfscwMLhpRbzrGoyDtKehRFgQMdEKzsBnUZbDxxciSNfElooygXngiGPAAcIbptXhPPQmBLNOaVXRjenuAGPkHwIpPNxQsqwmhNLUPmuFzogysvZNhwtAhiwuXNVxKbffZZZjOSkGbulqztrizTudIrcTVdoEkAaJBWIJvABvVqZMcxlHyaiIcKLVAilNlQgopBbvPZmgkkjgAIsxXGqCDnrPondutGDsTPqPKWEEwTXJnQ,2.63,united states department of defense,military,"washington, district of columbia, united states",united states,Swedish,Sugar CRM,Customer relationship management CRM software
